"configuration","problem","model","data_file","status","time","nodes","nSolutions","solveTime","boolVariables","extractedViews","propagators","objective","failures","run","unifiedVariables","objectiveBound","intVariables","evaluatedReifiedConstraints","initTime","flatIntVars","intVars","userDecisions","flatIntConstraints","evaluatedHalfReifiedConstraints","variables","solutions","blockType","flatBoolConstraints","backjumps","optTime","method","propagations","trailMem","flatTime","nogoods","randomSeed","peakMem","baseMem","flatBoolVars","peakDepth","oracleDecisions","restarts","paths"
"Huub_user_basic","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.8375254133716226","","1","0.003766","","3","11","6","14","results_filter","0","","18","","0.006146","26","","44","14","","","","complete","","","","minimize","134","","0.410302","","","","","","20","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.48904899414628744","","3","0.023227","","1","25","15","746","results_filter","0","","24","","0.005615","33","","809","26","","","","complete","","","","minimize","8275","","0.18139","","","","","","27","266","40","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9709973866119981","","1","0.003467","","3","11","4","7","results_filter","0","","18","","0.004738","26","","32","14","","","","complete","","","","minimize","96","","0.244992","","","","","","20","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.7382535943761468","","4","0.247929","","4","33","18","7197","results_filter","0","","29","","0.006688","49","","19772","37","","","","complete","","","","minimize","120618","","0.184276","","","","","","37","0","0","0"
"gecode","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","2.4322396414354444","545090","4","1.81388","","","40","18","272527","results_filter","","","","","0.002693","49","","","37","","73","4","","","","","minimize","4853726","","0.174367","","","","","","39","","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.5264363251626492","","4","0.038741","","1","35","19","239","results_filter","0","","34","","0.006895","52","","1497","36","","","","complete","","","","minimize","9850","","0.183887","","","","","","113","260","3","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7942778626456857","","4","0.0344","","1","25","11","389","results_filter","0","","24","","0.007599","48","","2436","26","","","","complete","","","","minimize","6778","","0.172741","","","","","","39","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","26.1656661266461","","4","25.521597","","8","67","10","391695","results_filter","0","","97","","0.009195","105","","704091","75","","","","complete","","","","minimize","4352164","","0.217175","","","","","","237","299074","6432","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.59618275892","","2","1199.819328","","8","67","16","9574001","results_filter","0","","65","","0.009518","105","","11951909","75","","","","complete","","","","minimize","64403279","","0.175139","","","","","","76","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.59442488104105","","1","0.004065","","3","11","6","14","results_filter","0","","18","","0.006027","26","","44","14","","","","complete","","","","minimize","134","","0.172648","","","","","","20","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","39.949434941634536","","3","39.165326","","8","67","10","484568","results_filter","0","","97","","0.008489","105","","896189","75","","","","complete","","","","minimize","5932494","","0.171212","","","","","","196","409660","13725","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","1.069957205094397","","3","0.022819","","1","333","15","671","results_filter","0","","32","","0.008293","33","","766","334","310","","","complete","127","","","minimize","65795","","0.267643","","","","","310","362","1109","12","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","1.6994486963376403","","1","0.102524","","8","49","28","2738","results_filter","0","","35","","0.006648","51","","2955","57","","","","complete","","","","minimize","24744","","0.222897","","","","","","40","0","0","0"
"gecode","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","1.0058889398351312","24","1","0.010761","","","28","18","3","results_filter","","","","","0.021415","25","","","26","","71","1","","","","","minimize","404","","0.336803","","","","","","23","","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.44301382452249527","","3","0.029394","","1","25","11","363","results_filter","0","","24","","0.007138","48","","2199","26","","","","complete","","","","minimize","6068","","0.167456","","","","","","39","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","870.0004513682798","","1","869.410605","","8","67","34","3236028","results_filter","0","","49","","0.009324","57","","3338082","75","","","","complete","","","","minimize","32762569","","0.170996","","","","","","49","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","1.6232981700450182","","3","0.027798","","4","33","11","641","results_filter","0","","45","","0.006518","61","","1046","37","","","","complete","","","","minimize","4211","","0.22029","","","","","","47","233","9","0"
"gecode","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","0.812203579582274","49","1","0.015039","","","77","34","6","results_filter","","","","","0.014979","57","","","75","","153","1","","","","","minimize","1595","","0.187764","","","","","","48","","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","1022.6118326373398","","2","1022.194839","","8","67","14","6816315","results_filter","0","","97","","0.007288","105","","13948018","75","","","","complete","","","","minimize","95617097","","0.166928","","","","","","201","5439870","250609","0"
"chuffed","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.5721987970173","45104177","2","1199.701","15645","","4936","10","6536460","results_filter","","","","2424","0.041","112","111","","2503","","15758","","","606","38567513","1.541","minimize","6402333650","0.05","0.295311","6536460","-926235168","0.0","0.0","2424","87","","2","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9139967812225223","","4","0.021635","","1","25","10","228","results_filter","0","","32","","0.005545","48","","1016","26","","","","complete","","","","minimize","4666","","0.170242","","","","","","126","216","1","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.45211427100002766","","3","0.022171","","1","333","15","623","results_filter","0","","32","","0.010055","33","","738","334","310","","","complete","127","","","minimize","56917","","0.183861","","","","","310","362","990","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.8880535727366805","","3","0.030024","","1","25","10","489","results_filter","0","","32","","0.005608","48","","2302","26","","","","complete","","","","minimize","5751","","0.168322","","","","","","39","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.0102883912622929","","1","0.2625","","8","49","28","5601","results_filter","0","","35","","0.007606","43","","6419","57","","","","complete","","","","minimize","102870","","0.182299","","","","","","35","3922","339","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5301498118788004","","2","0.12497","","4","33","11","5589","results_filter","0","","45","","0.005978","61","","8602","37","","","","complete","","","","minimize","20165","","0.165707","","","","","","47","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.47401250898838043","","3","0.022936","","1","25","15","746","results_filter","0","","32","","0.005571","33","","824","26","","","","complete","","","","minimize","8301","","0.17606","","","","","","33","274","40","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.8924025855958462","","2","0.19396","","4","33","15","5400","results_filter","0","","45","","0.0058","61","","23934","37","","","","complete","","","","minimize","81296","","0.430987","","","","","","52","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","0.4463383536785841","","1","0.008373","33","","","35","1","results_filter","","35","","","","35","","","36","","","","","","","","minimize","223","","0.173423","","","","","","","","","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.1408044518902898","","3","0.017174","","8","1391","18","55","results_filter","0","","35","","0.021016","77","","493","1399","1344","","","complete","336","","","minimize","47060","","0.244274","","","","","1344","1663","4796","0","0"
"chuffed","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.0969655252993107","47","1","0.003","3395","","177","4","6","results_filter","","","","80","0.005","28","27","","93","","3424","","","20","21","0.003","minimize","881","0.0","0.27262","6","-1027189350","0.0","0.0","80","20","","1","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.7760705230757594","","1","1.025777","","4","391","34","25599","results_filter","0","","29","","0.009726","33","","23588","395","360","","","complete","180","","","minimize","3538436","","0.196957","","","","","360","389","17614","1356","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.5036770440638065","","6","0.051365","","1","35","18","292","results_filter","0","","51","","0.007321","52","","1103","36","","","","complete","","","","minimize","10104","","0.16998","","","","","","130","550","3","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","480.2315979655832","","4","479.188612","","8","67","18","2764680","results_filter","0","","49","","0.007269","105","","3635660","75","","","","complete","","","","minimize","41089142","","0.16614","","","","","","169","2122302","126153","0"
"gecode","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.8321790834888816","46","1","0.010425","","","39","18","6","results_filter","","","","","0.017184","52","","","36","","84","1","","","","","minimize","446","","0.190237","","","","","","45","","0","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","0.8491253135725856","","1","0.039393","48","","","34","1","results_filter","","34","","","","57","","","75","","","","","","","","minimize","626","","0.196183","","","","","","","","","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","498.03698344156146","","3","497.445719","","8","2497","10","4031256","results_filter","0","","97","","0.035304","105","","9178347","2505","2432","","","complete","608","","","minimize","1005331490","","0.257985","","","","","2432","3106","4198","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5750234555453062","","1","0.155164","","8","49","28","3848","results_filter","0","","35","","0.006048","51","","3029","57","","","","complete","","","","minimize","52345","","0.172339","","","","","","40","2230","61","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.5023195073008537","","3","0.025649","","1","25","15","717","results_filter","0","","24","","0.005641","33","","783","26","","","","complete","","","","minimize","7896","","0.182075","","","","","","27","216","36","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.6221609264612198","","3","0.025939","","8","49","18","123","results_filter","0","","35","","0.005842","77","","954","57","","","","complete","","","","minimize","3168","","0.207997","","","","","","57","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5381556320935488","","3","0.092727","","4","33","11","3616","results_filter","0","","45","","0.007015","61","","5164","37","","","","complete","","","","minimize","15071","","0.167383","","","","","","47","543","58","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.106371596455574","","1","0.539634","","4","33","34","12257","results_filter","0","","29","","0.005507","33","","12610","37","","","","complete","","","","minimize","114599","","0.198781","","","","","","29","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.590920216403902","","8","4.136493","","1","35","18","63263","results_filter","0","","51","","0.006963","52","","250746","36","","","","complete","","","","minimize","922309","","0.169273","","","","","","46","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.255130157806","","1","1199.842849","","8","67","34","3656081","results_filter","0","","49","","0.008168","57","","3442453","75","","","","complete","","","","minimize","67516290","","0.159031","","","","","","126","2893565","122232","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","26.80791749432683","","3","25.593295","","8","67","11","340182","results_filter","0","","97","","0.00866","105","","675644","75","","","","complete","","","","minimize","4333852","","0.20464","","","","","","209","280015","6211","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","1.086959844455123","","2","0.172332","","4","33","15","5147","results_filter","0","","45","","0.007174","61","","22850","37","","","","complete","","","","minimize","77759","","0.332391","","","","","","52","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.5991807151585817","","2","0.009316","","8","49","21","5","results_filter","0","","35","","0.006168","69","","110","57","","","","complete","","","","minimize","856","","0.17455","","","","","","54","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.41387666016817093","","2","0.015031","97","","","15","83","results_filter","","15","","","","61","","","37","","","","","","","","minimize","3972","","0.167056","","","","","","","","","0"
"chuffed","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.6591096669435501","410","3","0.014","11461","","2758","18","30","results_filter","","","","1344","0.025","84","83","","1405","","11546","","","336","239","0.014","minimize","42455","0.04","0.22801","30","1094875238","0.0","0.0","1344","57","","3","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.7299501886591","","4","1199.826203","","8","67","10","7831801","results_filter","0","","97","","0.008074","105","","35019140","75","","","","complete","","","","minimize","98638619","","0.16921","","","","","","87","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.2887789029628","","1","1199.83444","","8","67","34","5142912","results_filter","0","","49","","0.007275","57","","5240921","75","","","","complete","","","","minimize","54282811","","0.171056","","","","","","49","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.4987246384844","","3","1199.83392","","8","67","11","8566549","results_filter","0","","97","","0.007194","105","","29158506","75","","","","complete","","","","minimize","90742694","","0.164894","","","","","","83","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.6519225388765335","","1","0.126067","","8","49","28","3358","results_filter","0","","35","","0.006633","43","","3485","57","","","","complete","","","","minimize","28928","","0.219476","","","","","","35","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4402087116613984","","3","0.01968","","1","25","15","621","results_filter","0","","32","","0.00571","33","","739","26","","","","complete","","","","minimize","6034","","0.173106","","","","","","32","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9177507953718305","","4","0.024062","","1","25","10","228","results_filter","0","","32","","0.005575","48","","1016","26","","","","complete","","","","minimize","5016","","0.170134","","","","","","129","224","1","0"
"gecode","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","0.47098797000944614","35","1","0.006864","","","38","35","5","results_filter","","","","","0.000682","35","","","36","","101","1","","","","","minimize","902","","0.171624","","","","","","33","","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.9616172723472118","","1","0.123848","","8","49","28","3231","results_filter","0","","35","","0.007871","43","","3351","57","","","","complete","","","","minimize","28811","","0.171376","","","","","","35","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.4551654914394","12533005","1","1199.715","15485","","4936","16","7776304","results_filter","","","","2424","0.04","112","111","","2503","","15598","","","606","4756597","0.09","minimize","1610239573","0.05","0.282371","7776304","-1465006912","0.0","0.0","2424","76","","1","0"
"cp-sat","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.4131417945027351","","1","0.030314","21","","","4","1","results_filter","","4","","","","26","","","14","","","","","","","","minimize","44","","0.320157","","","","","","","","","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","124.24260670877993","","6","123.833094","","1","35","35","478772","results_filter","0","","34","","0.005942","35","","364381","36","","","","complete","","","","minimize","5083199","","0.169032","","","","","","74","287648","13390","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.729153904132545","","2","0.010993","","8","49","17","19","results_filter","0","","69","","0.007069","77","","180","57","","","","complete","","","","minimize","772","","0.17417","","","","","","67","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.5300483219325542","","2","0.038282","","4","751","15","1085","results_filter","0","","45","","0.012913","61","","4441","755","720","","","complete","180","","","minimize","205991","","0.200026","","","","","720","911","1986","23","0"
"chuffed","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","1.292022716253996","70441","1","0.572","7778","","1543","18","15909","results_filter","","","","754","0.016","51","52","","787","","7832","","","241","54486","0.57","minimize","6062875","0.02","0.254322","15909","203717097","0.0","0.0","754","46","","1","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","518.7057704590261","","4","517.991055","","8","67","18","2752314","results_filter","0","","49","","0.007197","105","","3404404","75","","","","complete","","","","minimize","40611544","","0.165862","","","","","","141","2291447","126687","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5634289039298892","","3","0.072704","","4","33","16","1331","results_filter","0","","45","","0.005474","49","","5504","37","","","","complete","","","","minimize","29575","","0.181145","","","","","","42","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.591394416987896","735","3","0.016","5257","","645","15","434","results_filter","","","","310","0.009","32","33","","333","","5292","","","127","213","0.008","minimize","114664","0.01","0.189672","434","297790589","0.0","0.0","310","32","","3","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.0061148637905717","","4","0.274018","","4","33","18","5578","results_filter","0","","29","","0.007591","49","","12746","37","","","","complete","","","","minimize","109230","","0.173364","","","","","","37","3316","109","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5260879881680012","","1","0.105161","","8","49","28","2738","results_filter","0","","35","","0.00609","51","","2955","57","","","","complete","","","","minimize","24744","","0.174399","","","","","","40","0","0","0"
"gecode","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.44433582201600075","43","1","0.006121","","","39","19","6","results_filter","","","","","0.002645","52","","","36","","84","1","","","","","minimize","528","","0.1661","","","","","","42","","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","201.22635170072317","","6","200.47002","","1","515","35","764709","results_filter","0","","34","","0.011875","35","","506544","516","482","","","complete","241","","","minimize","115780865","","0.205828","","","","","482","550","583041","23845","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","502.78122714255005","","4","502.10134","","8","67","18","2744519","results_filter","0","","49","","0.00766","105","","3339368","75","","","","complete","","","","minimize","38480910","","0.165516","","","","","","143","2182942","115685","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.5947288740426","","3","1199.704877","","8","2497","14","8074072","results_filter","0","","97","","0.036029","105","","8516563","2505","2432","","","complete","608","","","minimize","746828123","","0.260104","","","","","2432","3057","6468","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","1.210041519254446","","2","0.010383","","8","49","21","5","results_filter","0","","35","","0.007527","69","","110","57","","","","complete","","","","minimize","885","","0.498608","","","","","","54","0","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.3779937159270048","","1","0.32915","","4","391","34","10350","results_filter","0","","29","","0.009583","33","","10665","395","360","","","complete","180","","","minimize","912180","","0.319001","","","","","360","389","360","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6097910022363067","","1","0.049887","","1","25","18","2210","results_filter","0","","24","","0.005116","25","","2159","26","","","","complete","","","","minimize","21452","","0.196328","","","","","","24","239","32","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","1.3202508287504315","","1","0.108421","","8","49","28","2738","results_filter","0","","35","","0.007391","51","","2955","57","","","","complete","","","","minimize","24744","","0.193181","","","","","","40","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","81.69578109495342","","1","79.922086","","8","67","32","610094","results_filter","0","","49","","0.007479","73","","861298","75","","","","complete","","","","minimize","14900081","","0.252979","","","","","","112","481709","30345","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","14.184010154567659","","6","13.705951","","1","35","35","150350","results_filter","0","","34","","0.00686","35","","150914","36","","","","complete","","","","minimize","1334002","","0.174231","","","","","","34","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5124762365594506","","3","0.056603","","4","33","16","1124","results_filter","0","","45","","0.006019","49","","4827","37","","","","complete","","","","minimize","25624","","0.220566","","","","","","42","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.6237460216507316","","3","0.037041","","4","33","15","677","results_filter","0","","45","","0.006851","61","","2486","37","","","","complete","","","","minimize","10260","","0.174081","","","","","","57","332","9","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6573381079360843","","2","0.136195","","4","33","11","6056","results_filter","0","","45","","0.007191","61","","9348","37","","","","complete","","","","minimize","21998","","0.189209","","","","","","47","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0841779299080372","","1","0.351809","","4","33","34","10642","results_filter","0","","29","","0.005566","33","","10973","37","","","","complete","","","","minimize","101701","","0.212041","","","","","","29","0","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5089425696060061","","2","0.037861","","4","751","11","1185","results_filter","0","","45","","0.014686","61","","3558","755","720","","","complete","180","","","minimize","133191","","0.217169","","","","","720","916","1737","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.922452449798584","","1","0.003505","","3","11","4","7","results_filter","0","","18","","0.004737","26","","32","14","","","","complete","","","","minimize","95","","0.231577","","","","","","20","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","91.06730496697128","","1","88.236891","","8","67","32","608652","results_filter","0","","49","","0.008013","73","","823189","75","","","","complete","","","","minimize","14040781","","0.358235","","","","","","82","482351","29057","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.3586144763976","","7","1199.71986","","8","2497","14","6245218","results_filter","0","","97","","0.034614","105","","6458374","2505","2432","","","complete","608","","","minimize","1123941879","","0.252928","","","","","2432","3515","4268911","188954","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","22.63480754941702","","6","22.11523","","1","35","35","217283","results_filter","0","","34","","0.006974","35","","217764","36","","","","complete","","","","minimize","1476525","","0.183894","","","","","","34","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.6074137855321169","","3","0.020105","","1","25","15","621","results_filter","0","","32","","0.006899","33","","739","26","","","","complete","","","","minimize","6034","","0.170411","","","","","","32","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.4951449427753687","","4","0.024125","129","","","16","248","results_filter","","16","","","","49","","","37","","","","","","","","minimize","7920","","0.178956","","","","","","","","","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5082568787038326","","3","0.020856","","1","25","15","621","results_filter","0","","32","","0.005416","33","","739","26","","","","complete","","","","minimize","6034","","0.174068","","","","","","32","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.0703665632754564","","1","0.30707","","8","719","28","7273","results_filter","0","","35","","0.012802","43","","8002","727","672","","","complete","336","","","minimize","1830027","","0.257758","","","","","672","707","5901","417","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4691223846748471","","3","0.022178","","1","25","15","621","results_filter","0","","24","","0.005518","33","","724","26","","","","complete","","","","minimize","5773","","0.173216","","","","","","27","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.4207042995840311","","1","0.008984","36","","","28","4","results_filter","","28","","","","43","","","57","","","","","","","","minimize","406","","0.172075","","","","","","","","","0"
"chuffed","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.6781944613904","19943977","1","1199.724","14004","","2512","34","10175892","results_filter","","","","1212","0.028","64","64","","1291","","14070","","","606","9768008","0.008","minimize","10347499581","0.05","0.272083","10175892","1105974601","0.0","0.0","1212","49","","1","0"
"cp-sat","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.8384355837479234","","1","0.036015","125","","","18","80","results_filter","","18","","","","52","","","36","","","","","","","","minimize","328","","0.181725","","","","","","","","","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.41685828287154436","","2","0.01096","","8","49","17","19","results_filter","0","","69","","0.006301","77","","180","57","","","","complete","","","","minimize","772","","0.16934","","","","","","67","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.1232245862483978","","1","0.282883","","8","49","28","5601","results_filter","0","","35","","0.006919","43","","6419","57","","","","complete","","","","minimize","102870","","0.206028","","","","","","35","3922","339","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.313434031792","","5","1199.818845","","8","67","18","7753626","results_filter","0","","49","","0.00754","105","","9488408","75","","","","complete","","","","minimize","57920081","","0.182492","","","","","","74","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.4672125196084","","2","1199.773799","","8","67","14","6835457","results_filter","0","","97","","0.007347","105","","20207831","75","","","","complete","","","","minimize","80856661","","0.226765","","","","","","83","0","0","0"
