"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","63.24669692851603","29781","234045","16275069","results_rect","1","54","9585","20250","","135","complete","160493","","","","31769","","108","","0","31131","satisfy","","0.330632","11022","","60.984854","","7655","1710","1.17515","","","","172624","0","","626"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","50.0959761403501","1050","374587","170466648","results_rect","1","42","378","924","0.04","","","","0.0","16558","","1088","","84","","0","","satisfy","0.0","0.027","109","16026","49.684","391168","0","22","0.124031","131","374587","-1523023458","","","15893","1961"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.098849968984723","15372","141407","17060885","results_rect","1","42","4872","9912","","99","complete","141684","","","","16608","","924","","0","15330","satisfy","","0.162903","5523","","20.975678","","0","114","0.597273","","","","92","0","","1265"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.2307731434702873","9162","4482","244690","results_rect","1","36","2934","6264","","81","complete","2664","","","","10085","","72","","0","9738","satisfy","","0.092107","3561","","0.527342","","73","2940","0.357779","","","","8032","0","","335"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.222971915267408","9180","24566","2378242","results_rect","1","34","2890","5916","","79","complete","24624","","","","10098","","612","","0","9214","satisfy","","0.099594","3383","","2.428603","","0","66","0.408932","","","","48","0","","870"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.306781671009958","9162","24688","908237","results_rect","1","36","2934","6264","","81","complete","24758","","","","10085","","72","","0","9738","satisfy","","0.093159","3561","","2.598115","","0","19","0.357791","","","","0","0","","335"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.646308306604624","18837","39757","1981441","results_rect","1","46","6049","12834","","111","complete","33471","","","","20305","","92","","0","19803","satisfy","","0.192726","7086","","6.16915","","1291","83","0.692181","","","","16171","0","","490"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","77.59988668374717","31266","301544","17602341","results_rect","1","54","10044","21276","","139","complete","192869","","","","33385","","108","","0","32724","satisfy","","0.333808","11593","","75.493893","","8455","2220","1.1367","","","","221591","0","","649"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.3117403099313","1450","6988390","3510356435","results_rect","0","50","500","1300","0.05","","","","0.0","332695","","1496","","100","","0","","satisfy","0.0","0.044","133","25214","1199.859","7321093","0","17","0.137345","159","6988390","1259932440","","","25053","2737"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.765838141553","32452","3795065","151684602","results_rect","0","56","10444","22064","","141","complete","3797563","","","","34575","","112","","0","33908","satisfy","","0.342764","11991","","1198.496529","","0","16","1.15726","","","","0","0","","655"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","4.2290702648460865","13180","24052","2982250","results_rect","1","40","4170","8480","","93","complete","24133","","","","14304","","840","","0","13140","satisfy","","0.142478","4759","","3.166355","","0","97","0.537966","","","","76","0","","1151"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.5730325896292925","8636","15610","677084","results_rect","1","34","2754","5916","","79","complete","11546","","","","9555","","68","","0","9214","satisfy","","0.095581","3383","","1.773233","","331","2758","0.364727","","","","11398","0","","329"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","75.88462476246059","16258","395374","15192648","results_rect","1","44","5214","11088","","105","complete","396051","","","","17603","","88","","0","17138","satisfy","","0.172587","6161","","74.693658","","0","23","0.623062","","","","0","0","","453"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","ALL_SOLUTIONS","2.0568655226379633","144","32983","2201001","results_rect","1","72","108","","","","","","","","","211","0","144","0","0","","satisfy","","","87","","1.80327","","","","0.102349","","","","","","270",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","73.59245104249567","18920","424787","61032718","results_rect","1","44","5995","12276","","109","complete","317823","","","","20383","","1012","","0","18964","satisfy","","0.194421","6803","","72.201156","","12131","222","0.695614","","","","228759","0","","1407"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","18.834338631480932","960","132118","55491142","results_rect","1","40","350","840","0.04","","","","0.0","4540","","996","","80","","0","","satisfy","0.0","0.026","103","14274","18.449","136679","0","20","0.12118","124","132118","-585578178","","","14148","1787"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6946051605045795","6585","1410","172030","results_rect","1","30","2070","4230","","67","complete","1104","","","","7322","","480","","0","6615","satisfy","","0.069299","2458","","0.121037","","89","2422","0.285914","","","","2977","0","","692"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","52.522870941087604","36453","218998","11450595","results_rect","1","58","11745","24766","","147","complete","154955","","","","38729","","116","","0","38019","satisfy","","0.382002","13406","","49.983525","","3917","2048","1.37099","","","","108465","0","","698"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","10.739414834417403","25175","51720","2655165","results_rect","1","50","8075","17150","","127","complete","37527","","","","27015","","100","","0","26425","satisfy","","0.258353","9408","","9.080633","","1419","1191","0.909318","","","","27507","0","","578"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.2877737823874","232","26871776","814118952","results_rect","0","116","174","","","","","","","","0","343","","232","","0","","satisfy","","0.008487","153","387","1199.89","53743570","0","60","0.107719","","","","","","","519"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","ALL_SOLUTIONS","0.3417188785970211","136","1674","86328","results_rect","1","68","102","","","","","","","","","199","0","136","0","0","","satisfy","","","81","","0.098841","","","","0.09543","","","","","","143",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","66.41410364210606","16338","389785","46629806","results_rect","1","42","5166","10584","","103","complete","390466","","","","17678","","924","","0","16380","satisfy","","0.172911","5905","","65.134368","","0","130","0.632767","","","","112","0","","1286"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","54.90070082899183","39570","219733","11403710","results_rect","1","60","12750","26880","","153","complete","153186","","","","41991","","120","","0","41250","satisfy","","0.421999","14529","","52.323642","","2381","2005","1.38475","","","","99822","0","","729"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","140.2201255420223","20856","620144","29632839","results_rect","1","48","6696","14208","","117","complete","483397","","","","22441","","96","","0","21912","satisfy","","0.226331","7827","","138.628908","","13869","1124","0.814878","","","","298636","0","","517"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","759.1647643782198","17996","3360107","111062060","results_rect","1","44","5764","12276","","109","complete","3364271","","","","19460","","88","","0","18964","satisfy","","0.185872","6803","","757.90085","","0","21","0.665621","","","","0","0","","484"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","13.449584687128663","32452","47755","2815792","results_rect","1","56","10444","22064","","141","complete","38001","","","","34575","","112","","0","33908","satisfy","","0.346161","11991","","11.146069","","1143","1968","1.17032","","","","23377","0","","655"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7171523002907634","6165","1184","53188","results_rect","1","30","1965","4230","","67","complete","1197","","","","6903","","60","","0","6615","satisfy","","0.068224","2458","","0.111588","","0","1948","0.306787","","","","1935","0","","276"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.7436762247235","36453","4235735","169468059","results_rect","0","58","11745","24766","","147","complete","4243704","","","","38729","","116","","0","38019","satisfy","","0.387725","13406","","1198.300063","","0","18","1.3081","","","","0","0","","698"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8779836557805538","8007","1606","69320","results_rect","1","34","2567","5474","","75","complete","1307","","","","8841","","68","","0","8517","satisfy","","0.085367","3124","","0.147566","","86","2548","0.338001","","","","3096","0","","312"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","92.10112981405109","23875","406240","19139091","results_rect","1","50","7675","16250","","123","complete","314319","","","","25593","","100","","0","25025","satisfy","","0.251562","8904","","90.367975","","7787","152","0.85705","","","","180563","0","","556"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","73.13595677539706","16258","396700","15869658","results_rect","1","44","5214","11088","","105","complete","397376","","","","17603","","88","","0","17138","satisfy","","0.169649","6161","","71.953876","","0","23","0.622441","","","","0","0","","453"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6136798607185483","13820","3845","189476","results_rect","1","40","4420","9440","","97","complete","2444","","","","15053","","80","","0","14620","satisfy","","0.145689","5283","","0.49623","","27","4420","0.574488","","","","10506","0","","421"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.791642711497843","18837","39756","1999389","results_rect","1","46","6049","12834","","111","complete","33471","","","","20305","","92","","0","19803","satisfy","","0.191609","7086","","6.396027","","1291","83","0.712607","","","","16170","0","","490"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","ALL_SOLUTIONS","43.28750535752624","176","620302","51631820","results_rect","1","88","132","","","","","","","","","259","0","176","0","0","","satisfy","","","111","","43.0325","","","","0.103864","","","","","","460",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","467.23892610147595","1144","3185175","1416483095","results_rect","1","44","407","1012","0.05","","","","0.0","135910","","1184","","88","","0","","satisfy","0.0","0.03","115","18264","466.9","3321103","0","21","0.120531","138","3185175","456690078","","","18124","2143"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","71.40325206518173","15498","397579","15816542","results_rect","1","42","4956","10584","","103","complete","398242","","","","16839","","84","","0","16380","satisfy","","0.15906","5905","","70.283093","","0","21","0.596006","","","","0","0","","447"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8559402665123343","8007","1343","53608","results_rect","1","34","2567","5474","","75","complete","1358","","","","8841","","68","","0","8517","satisfy","","0.085408","3124","","0.124268","","0","2548","0.339749","","","","2533","0","","312"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.3919606152921915","12420","3502","167396","results_rect","1","40","3980","8480","","93","complete","2606","","","","13545","","80","","0","13140","satisfy","","0.128107","4759","","0.468458","","27","64","0.487684","","","","1165","0","","393"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.746814464219","23875","4787419","159685633","results_rect","0","50","7675","16250","","123","complete","4791292","","","","25593","","100","","0","25025","satisfy","","0.251601","8904","","1198.896827","","0","16","0.848642","","","","0","0","","556"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.670318546705","31266","3879890","154719178","results_rect","0","54","10044","21276","","139","complete","3882396","","","","33385","","108","","0","32724","satisfy","","0.331785","11593","","1198.554348","","0","16","1.1104","","","","0","0","","649"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.30688704084605","8636","24678","905357","results_rect","1","34","2754","5916","","79","complete","24735","","","","9555","","68","","0","9214","satisfy","","0.090833","3383","","2.590931","","0","18","0.365527","","","","0","0","","329"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","4.351228843443096","9162","30302","1347984","results_rect","1","36","2934","6264","","81","complete","26251","","","","10085","","72","","0","9738","satisfy","","0.093826","3561","","3.646418","","871","2934","0.357394","","","","11845","0","","335"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","11.163574604317546","144","275139","19009572","results_rect","1","72","108","","","","","","","","1","211","","144","","0","","satisfy","","0.006511","87","233","10.8096","550308","0","47","0.1016","","","","","","","321"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6230526613072","31266","3938870","157056872","results_rect","0","54","10044","21276","","139","complete","3941398","","","","33385","","108","","0","32724","satisfy","","0.327216","11593","","1198.542315","","0","16","1.12693","","","","0","0","","649"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.3081999868154526","640","1182","500789","results_rect","1","32","248","544","0.02","","","","0.0","38","","668","","64","","0","","satisfy","0.0","0.014","79","8090","0.057","1233","0","12","0.102725","96","1182","-1009531093","","","7992","1171"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","ALL_SOLUTIONS","13.148991103284061","160","209027","15874730","results_rect","1","80","120","","","","","","","","","237","0","160","0","0","","satisfy","","","103","","12.8758","","","","0.097286","","","","","","324",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.330442562699318","9162","12956","659278","results_rect","1","36","2934","6264","","81","complete","8030","","","","10085","","72","","0","9738","satisfy","","0.099504","3561","","1.530715","","611","2934","0.369661","","","","14338","0","","335"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.441859031096","19964","4846830","161128338","results_rect","0","46","6394","13616","","115","complete","4850559","","","","21545","","92","","0","21022","satisfy","","0.203077","7527","","1199.072063","","0","18","0.722904","","","","0","0","","511"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","2.0986389303579926","17182","4251","634027","results_rect","1","44","5445","11088","","105","complete","2587","","","","18526","","1012","","0","17138","satisfy","","0.177972","6161","","0.680079","","83","252","0.670977","","","","2630","0","","1376"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.4214938404039","1914","6258906","4014092113","results_rect","0","58","638","1740","0.05","","","","0.0","297053","","1966","","116","","0","","satisfy","0.0","0.053","153","33194","1199.825","6555971","0","20","0.172167","183","6258906","-75970486","","","33009","3637"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","45.65975402574986","25175","221063","11345391","results_rect","1","50","8075","17150","","127","complete","148844","","","","27015","","100","","0","26425","satisfy","","0.258665","9408","","43.963807","","6669","1047","0.919916","","","","134931","0","","578"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.6162746436894","22896","4793448","160359688","results_rect","0","48","7344","15600","","121","complete","4797222","","","","24610","","96","","0","24048","satisfy","","0.249148","8575","","1198.844722","","0","16","0.902876","","","","0","0","","550"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.255408522673","1914","6050536","3557834747","results_rect","0","58","638","1740","0.05","","","","0.0","194142","","1968","","116","","0","","satisfy","0.0","0.055","157","34814","1199.85","6244690","0","18","0.146172","187","6050536","124363117","","","34625","3641"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.598508708178997","10368","14589","611913","results_rect","1","36","3312","7092","","85","complete","8052","","","","11390","","72","","0","11016","satisfy","","0.115651","4015","","1.7441","","283","369","0.424537","","","","8210","0","","362"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.2648789528757","200","30407316","669785854","results_rect","0","100","150","","","","","","","","0","297","","200","","0","","satisfy","","0.003594","133","337","1199.9","60814834","0","54","0.093775","","","","","","","449"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7395109478384","39570","4051647","169886295","results_rect","0","60","12750","26880","","153","complete","4055045","","","","41991","","120","","0","41250","satisfy","","0.418625","14529","","1198.208188","","0","18","1.37027","","","","0","0","","729"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.33847182244062424","128","3191","183306","results_rect","1","64","96","","","","","","","","1","187","","128","","0","","satisfy","","0.001708","75","205","0.091305","6400","0","31","0.088057","","","","","","","285"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","744.9612958850339","18837","3369986","112075795","results_rect","1","46","6049","12834","","111","complete","3374169","","","","20305","","92","","0","19803","satisfy","","0.194172","7086","","743.549397","","0","22","0.685006","","","","0","0","","490"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.67073361761868","9774","7841","1033847","results_rect","1","36","3087","6264","","81","complete","5627","","","","10696","","684","","0","9738","satisfy","","0.103948","3561","","0.825601","","295","3549","0.385639","","","","10835","0","","944"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","777.898111993447","18837","3362144","111535602","results_rect","1","46","6049","12834","","111","complete","3366373","","","","20305","","92","","0","19803","satisfy","","0.188765","7086","","776.609305","","0","22","0.680935","","","","0","0","","490"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","10.29894126020372","25175","47925","2390131","results_rect","1","50","8075","17150","","127","complete","33364","","","","27015","","100","","0","26425","satisfy","","0.264522","9408","","8.556431","","1421","541","0.959148","","","","27370","0","","578"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.770475952886","31185","4266832","599829989","results_rect","0","54","9936","20250","","135","complete","4276468","","","","33172","","1512","","0","31131","satisfy","","0.338005","11022","","1198.509572","","0","19","1.14945","","","","0","0","","2029"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.532400719821453","13820","141625","5436794","results_rect","1","40","4420","9440","","97","complete","141890","","","","15053","","80","","0","14620","satisfy","","0.148481","5283","","21.403222","","0","21","0.596557","","","","0","0","","421"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.722151966765523","6585","1183","129717","results_rect","1","30","2070","4230","","67","complete","1196","","","","7322","","480","","0","6615","satisfy","","0.073116","2458","","0.104516","","0","2413","0.302759","","","","2400","0","","692"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","13.539840575307608","160","296659","16314832","results_rect","1","80","120","","","","","","","","1","235","","160","","0","","satisfy","","0.002026","99","261","13.3346","593347","0","42","0.086048","","","","","","","357"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.638375566341","1560","6547719","3451186269","results_rect","0","52","533","1404","0.05","","","","0.0","316894","","1606","","104","","0","","satisfy","0.0","0.057","135","26022","1199.839","6864623","0","17","0.158752","162","6547719","-148373404","","","25858","2947"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.886427286081016","10963","14633","634903","results_rect","1","38","3515","7486","","87","complete","10302","","","","11989","","76","","0","11609","satisfy","","0.11858","4216","","1.91918","","285","141","0.4404","","","","5811","0","","368"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7630909560248","39570","4289127","179076354","results_rect","0","60","12750","26880","","153","complete","4292754","","","","41991","","120","","0","41250","satisfy","","0.413241","14529","","1198.240982","","0","18","1.34347","","","","0","0","","729"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.9287616536021233","17996","17994","1044929","results_rect","1","44","5764","12276","","109","complete","9255","","","","19460","","88","","0","18964","satisfy","","0.178378","6803","","2.646021","","563","5769","0.696424","","","","24456","0","","484"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.617644477635622","9162","24668","886680","results_rect","1","36","2934","6264","","81","complete","24739","","","","10085","","72","","0","9738","satisfy","","0.098095","3561","","2.829315","","0","18","0.382086","","","","0","0","","335"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.6031742747873","22896","4933524","164859866","results_rect","0","48","7344","15600","","121","complete","4937408","","","","24610","","96","","0","24048","satisfy","","0.239722","8575","","1198.931678","","0","16","0.827341","","","","0","0","","550"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.9079646719619632","16258","4252","204507","results_rect","1","44","5214","11088","","105","complete","2587","","","","17603","","88","","0","17138","satisfy","","0.170707","6161","","0.726724","","83","74","0.608996","","","","2453","0","","453"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7316674226895","32452","3855275","154122285","results_rect","0","56","10444","22064","","141","complete","3857785","","","","34575","","112","","0","33908","satisfy","","0.345332","11991","","1198.381321","","0","16","1.27013","","","","0","0","","655"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.8475662628188729","6165","1184","53203","results_rect","1","30","1965","4230","","67","complete","1197","","","","6903","","60","","0","6615","satisfy","","0.068696","2458","","0.107669","","0","1948","0.313713","","","","1935","0","","276"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.824782111682","33964","3908663","549100126","results_rect","0","56","10822","22064","","141","complete","3911075","","","","36086","","1624","","0","33908","satisfy","","0.366094","11991","","1198.39442","","0","16","1.23503","","","","0","0","","2166"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.16080761794001","13820","141576","5432923","results_rect","1","40","4420","9440","","97","complete","141840","","","","15053","","80","","0","14620","satisfy","","0.13897","5283","","20.150844","","0","21","0.534221","","","","0","0","","421"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","4.006030431948602","17996","17994","1044929","results_rect","1","44","5764","12276","","109","complete","9255","","","","19460","","88","","0","18964","satisfy","","0.177601","6803","","2.705905","","563","5769","0.66201","","","","24456","0","","484"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","6.66012361086905","31185","21751","4047117","results_rect","1","54","9936","20250","","135","complete","15311","","","","33172","","1512","","0","31131","satisfy","","0.323528","11022","","4.51595","","155","2631","1.13946","","","","12382","0","","2029"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.577447053976357","9162","24680","907862","results_rect","1","36","2934","6264","","81","complete","24749","","","","10085","","72","","0","9738","satisfy","","0.101384","3561","","2.715946","","0","19","0.383475","","","","0","0","","335"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7536701802164","38222","4374789","182366434","results_rect","0","58","12296","25984","","151","complete","4378453","","","","40639","","116","","0","39904","satisfy","","0.400612","14077","","1198.174516","","0","18","1.42405","","","","0","0","","723"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.3245899323374","192","","","results_rect","0","96","144","","","","","","","","","285","","192","","0","","satisfy","","","127","","","","","","0.103655","","","","","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7596948109567","38222","4285309","179190483","results_rect","0","58","12296","25984","","151","complete","4288891","","","","40639","","116","","0","39904","satisfy","","0.413102","14077","","1198.192028","","0","18","1.39265","","","","0","0","","723"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","6.427046112716198","32670","19403","3416484","results_rect","1","54","10395","21276","","139","complete","14601","","","","34788","","1512","","0","32724","satisfy","","0.340363","11593","","4.216972","","85","1873","1.14501","","","","7842","0","","2052"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.4517832854763","20856","4832743","161814117","results_rect","0","48","6696","14208","","117","complete","4836601","","","","22441","","96","","0","21912","satisfy","","0.217168","7827","","1199.035662","","0","19","0.745905","","","","0","0","","517"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.3132089124992","216","","","results_rect","0","108","162","","","","","","","","","321","","216","","0","","satisfy","","","145","","","","","","0.09798","","","","","","",""
