"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","2.5191219802945852","1.017139","1","","27456","227784","","104","13664","0","results_rect","8424","","","2090","129","0","17836","28052","0","","","8531","81","9755","","","satisfy","","0.27937","","26208","52","584","complete","","","0.586248",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.2091078516095877","0.360478","1","","9214","616676","","68","8813","9662","results_rect","2754","","","12757","79","0","5916","9555","0","","","2754","523","3383","","","satisfy","","0.092075","","8636","34","329","complete","","","1.495701",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","73.40486504137516","0.624174","1","","17138","15571614","","88","0","395084","results_rect","5214","","","394400","105","0","11088","17603","0","","","22","0","6161","","","satisfy","","0.17273","","16258","44","453","complete","","","72.179565",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","2.764692096039653","1.3905","1","","38019","494715","","1740","23710","0","results_rect","12151","","","570","147","0","24766","40352","0","","","13948","4","13406","","","satisfy","","0.402232","","38077","58","2321","complete","","","0.233637",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","ALL_SOLUTIONS","2.0568655226379633","0.102349","1","","","2201001","270","144","","","results_rect","108","","","32983","","","","211","0","","","","","87","","","satisfy","","","","144","72","","","","0","1.80327","0"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","76.57886879332364","0.707245","1","","18964","61032718","","1012","228759","317823","results_rect","5995","","","424787","109","0","12276","20383","0","","","222","12131","6803","","","satisfy","","0.188936","","18920","44","1407","complete","","","75.206844",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.1486121732741594","0.424995","1","","11609","102995","","76","12314","0","results_rect","3515","","","1434","87","0","7486","11989","0","","","3629","1","4216","","","satisfy","","0.114667","","10963","38","368","complete","","","0.317959",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8197225807235","1.34369","0","","39904","174207521","","116","0","4162299","results_rect","12296","","","4158853","151","0","25984","40639","0","","","18","0","14077","","","satisfy","","0.403513","","38222","58","723","complete","","","1198.249175",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","18.834338631480932","0.12118","1","132118","","55491142","14148","80","","","results_rect","350","136679","124","132118","","","840","996","0","0.0","4540","20","0","103","","14274","satisfy","-585578178","0.026","0.04","960","40","1787","","0.0","","18.449",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.8279719082638621","0.31624","1","","6615","172030","","480","2977","1104","results_rect","2070","","","1410","67","0","4230","7322","0","","","2422","89","2458","","","satisfy","","0.071525","","6585","30","692","complete","","","0.123012",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","305.65204902831465","1.33382","1","","38019","54177817","","116","647912","662352","results_rect","11745","","","1094925","147","0","24766","38729","0","","","2022","19781","13406","","","satisfy","","0.39222","","36453","58","698","complete","","","303.211704",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","13.17489758413285","0.91177","1","","26425","3181823","","100","41086","34400","results_rect","8075","","","62291","127","0","17150","27015","0","","","1092","1418","9408","","","satisfy","","0.247252","","25175","50","578","complete","","","11.523669",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.8939196895807981","0.740165","1","","19803","579784","","1104","10900","0","results_rect","6302","","","2857","111","0","12834","21316","0","","","7065","3","7086","","","satisfy","","0.202977","","19849","46","1501","complete","","","0.5136",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.2877737823874","0.107719","0","","","814118952","","232","","","results_rect","174","53743570","","26871776","","","","343","0","","","60","0","153","0","387","satisfy","","0.008487","","232","116","519","","","","1199.89",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","ALL_SOLUTIONS","0.3417188785970211","0.09543","1","","","86328","143","136","","","results_rect","102","","","1674","","","","199","0","","","","","81","","","satisfy","","","","136","68","","","","0","0.098841","0"
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","3.055517110042274","0.940402","1","","26425","343314","","100","14963","0","results_rect","8075","","","4623","127","0","17150","27015","0","","","8430","12","9408","","","satisfy","","0.263881","","25175","50","578","complete","","","1.346515",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","2.538621057756245","1.24182","1","","36736","90838","","112","20511","0","results_rect","11312","","","380","145","0","23912","37440","0","","","11415","5","12975","","","satisfy","","0.37133","","35168","56","692","complete","","","0.254316",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","67.35713878646493","0.627673","1","","16380","46629806","","924","112","390466","results_rect","5166","","","389785","103","0","10584","17678","0","","","130","0","5905","","","satisfy","","0.167186","","16338","42","1286","complete","","","66.172431",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","53.813401844352484","1.37465","1","","41250","11403710","","120","99822","153186","results_rect","12750","","","219733","153","0","26880","41991","0","","","2005","2381","14529","","","satisfy","","0.409296","","39570","60","729","complete","","","51.291866",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","16.184105314314365","0.699775","1","","18964","3985249","","88","50132","54241","results_rect","5764","","","83441","109","0","12276","19460","0","","","915","2411","6803","","","satisfy","","0.185491","","17996","44","484","complete","","","14.888183",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","153.91776789538562","0.755726","1","","21912","29632939","","96","298636","483397","results_rect","6696","","","620144","117","0","14208","22441","0","","","1124","13869","7827","","","satisfy","","0.215457","","20856","48","517","complete","","","152.479883",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","2.1970326052978635","0.926649","1","","26425","191844","","100","19644","0","results_rect","8075","","","1674","127","0","17150","27015","0","","","8375","5","9408","","","satisfy","","0.260977","","25175","50","578","complete","","","0.473355",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","764.1324223708361","0.693537","1","","18964","111059495","","88","0","3365755","results_rect","5764","","","3361413","109","0","12276","19460","0","","","21","0","6803","","","satisfy","","0.188267","","17996","44","484","complete","","","762.713011",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","12.581941897049546","1.10432","1","","33908","2513890","","112","20335","37911","results_rect","10444","","","47142","141","0","22064","34575","0","","","1968","845","11991","","","satisfy","","0.334654","","32452","56","655","complete","","","10.549445",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7370647881180048","0.313618","1","","6615","52390","","60","1935","1198","results_rect","1965","","","1185","67","0","4230","6903","0","","","1948","0","2458","","","satisfy","","0.070083","","6165","30","276","complete","","","0.110701",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.7659578351303935","0.588558","1","","17138","191181","","88","8453","0","results_rect","5214","","","2705","105","0","11088","17603","0","","","5219","4","6161","","","satisfy","","0.162874","","16258","44","453","complete","","","0.524878",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.753528945148","1.31297","0","","38019","170637732","","116","0","4292564","results_rect","11745","","","4284416","147","0","24766","38729","0","","","18","0","13406","","","satisfy","","0.394246","","36453","58","698","complete","","","1198.291568",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","88.80900180898607","0.793061","1","","25025","19223724","","100","180493","314319","results_rect","7675","","","406221","123","0","16250","25593","0","","","104","7787","8904","","","satisfy","","0.234039","","23875","50","556","complete","","","87.311033",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","1.6314925076439977","0.600771","1","","16380","233321","","84","18005","0","results_rect","4956","","","2786","103","0","10584","16839","0","","","4971","2","5905","","","satisfy","","0.158872","","15498","42","447","complete","","","0.501997",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.2538436194881797","0.490898","1","","12502","171533","","76","14059","0","results_rect","3762","","","2568","91","0","8056","12901","0","","","3813","2","4543","","","satisfy","","0.123326","","11780","38","387","complete","","","0.3263",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","75.93171879928559","0.620797","1","","17138","15869658","","88","0","397376","results_rect","5214","","","396700","105","0","11088","17603","0","","","23","0","6161","","","satisfy","","0.16824","","16258","44","453","complete","","","74.74852",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","8.796258669346571","0.67588","1","","19803","1999389","","92","16170","33471","results_rect","6049","","","39756","111","0","12834","20305","0","","","83","1291","7086","","","satisfy","","0.191943","","18837","46","490","complete","","","7.520712",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","1.810989847406745","0.733004","1","","21022","150004","","92","14733","0","results_rect","6394","","","1521","115","0","13616","21545","0","","","6502","1","7527","","","satisfy","","0.201335","","19964","46","511","complete","","","0.449057",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","ALL_SOLUTIONS","43.28750535752624","0.103864","1","","","51631820","460","176","","","results_rect","132","","","620302","","","","259","0","","","","","111","","","satisfy","","","","176","88","","","","0","43.0325","0"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","467.23892610147595","0.120531","1","3185175","","1416483095","18124","88","","","results_rect","407","3321103","138","3185175","","","1012","1184","0","0.0","135910","21","0","115","","18264","satisfy","456690078","0.03","0.05","1144","44","2143","","0.0","","466.9",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","73.35780119150877","0.64953","1","","16380","15816542","","84","0","398242","results_rect","4956","","","397579","103","0","10584","16839","0","","","21","0","5905","","","satisfy","","0.162934","","15498","42","447","complete","","","72.164484",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","2.505631059408188","1.10188","1","","31131","141845","","108","17996","0","results_rect","9585","","","780","135","0","20250","31769","0","","","9769","12","11022","","","satisfy","","0.314649","","29781","54","626","complete","","","0.409754",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4512106031179428","0.511694","1","","13140","167396","","80","1165","2606","results_rect","3980","","","3502","93","0","8480","13545","0","","","64","27","4759","","","satisfy","","0.133219","","12420","40","393","complete","","","0.473398",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5275062657893","0.843412","0","","25025","160519184","","100","0","4834168","results_rect","7675","","","4830270","123","0","16250","25593","0","","","16","0","8904","","","satisfy","","0.255838","","23875","50","556","complete","","","1198.897451",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.3831773223355412","0.376781","1","","9214","905357","","68","0","24735","results_rect","2754","","","24678","79","0","5916","9555","0","","","18","0","3383","","","satisfy","","0.092739","","8636","34","329","complete","","","2.649721",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","4.862246612086892","0.361005","1","","9738","1347984","","72","11845","26251","results_rect","2934","","","30302","81","0","6264","10085","0","","","2934","871","3561","","","satisfy","","0.095131","","9162","36","335","complete","","","4.13986",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","11.163574604317546","0.1016","1","","","19009572","","144","","","results_rect","108","550308","","275139","","","","211","0","","","47","0","87","1","233","satisfy","","0.006511","","144","72","321","","","","10.8096",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.7093814760447","1.14078","0","","32724","151918728","","108","0","3812339","results_rect","10044","","","3809848","139","0","21276","33385","0","","","16","0","11593","","","satisfy","","0.334232","","31266","54","649","complete","","","1198.523144",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","60.527966069057584","1.46573","1","","41250","11938174","","120","114797","149066","results_rect","12750","","","230956","153","0","26880","41991","0","","","2005","2385","14529","","","satisfy","","0.408144","","39570","60","729","complete","","","57.909452",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.3081999868154526","0.102725","1","1182","","500789","7992","64","","","results_rect","248","1233","96","1182","","","544","668","0","0.0","38","12","0","79","","8090","satisfy","-1009531093","0.014","0.02","640","32","1171","","0.0","","0.057",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","ALL_SOLUTIONS","13.148991103284061","0.097286","1","","","15874730","324","160","","","results_rect","120","","","209027","","","","237","0","","","","","103","","","satisfy","","","","160","80","","","","0","12.8758","0"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.2873947471380234","0.358862","1","","9738","622230","","72","13300","8052","results_rect","2934","","","12645","81","0","6264","10085","0","","","2933","491","3561","","","satisfy","","0.092598","","9162","36","335","complete","","","1.557741",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.5459119919688","0.73249","0","","21022","160425329","","92","0","4827031","results_rect","6394","","","4823304","115","0","13616","21545","0","","","18","0","7527","","","satisfy","","0.207479","","19964","46","511","complete","","","1199.05608",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.0969597222283483","0.402167","1","","11016","102237","","72","11694","0","results_rect","3312","","","1434","85","0","7092","11390","0","","","3413","1","4015","","","satisfy","","0.109325","","10368","36","362","complete","","","0.308705",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.923970703035593","0.667636","1","","17138","634027","","1012","2630","2587","results_rect","5445","","","4251","105","0","11088","18526","0","","","252","83","6161","","","satisfy","","0.173944","","17182","44","1376","complete","","","0.692875",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.229225069284439","0.43352","1","","11609","102995","","76","12314","0","results_rect","3515","","","1434","87","0","7486","11989","0","","","3629","1","4216","","","satisfy","","0.117948","","10963","38","368","complete","","","0.324627",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","2.6872973814606667","1.31817","1","","38019","77743","","116","21597","0","results_rect","11745","","","321","147","0","24766","38729","0","","","11985","4","13406","","","satisfy","","0.391152","","36453","58","698","complete","","","0.271361",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.4214938404039","0.172167","0","6258906","","4014092113","33009","116","","","results_rect","638","6555971","183","6258906","","","1740","1966","0","0.0","297053","20","0","153","","33194","satisfy","-75970486","0.053","0.05","1914","58","3637","","0.0","","1199.825",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","72.46786100137979","0.947067","1","","26425","16827060","","100","204408","213160","results_rect","8075","","","330073","127","0","17150","27015","0","","","752","8497","9408","","","satisfy","","0.266531","","25175","50","578","complete","","","70.733133",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.5502134989947","0.840897","0","","24048","162304817","","96","0","4867906","results_rect","7344","","","4864071","121","0","15600","24610","0","","","16","0","8575","","","satisfy","","0.248946","","22896","48","550","complete","","","1198.908666",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.255408522673","0.146172","0","6050536","","3557834747","34625","116","","","results_rect","638","6244690","187","6050536","","","1740","1968","0","0.0","194142","18","0","157","","34814","satisfy","124363117","0.055","0.05","1914","58","3641","","0.0","","1199.85",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.2806307300925255","0.361444","1","","9738","239625","","72","6433","0","results_rect","2934","","","3097","81","0","6264","10085","0","","","2932","6","3561","","","satisfy","","0.092436","","9162","36","335","complete","","","0.54714",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.624189268797636","0.407863","1","","11016","604168","","72","5586","10329","results_rect","3312","","","14386","85","0","7092","11390","0","","","247","307","4015","","","satisfy","","0.108651","","10368","36","362","complete","","","1.827624",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.2648789528757","0.093775","0","","","669785854","","200","","","results_rect","150","60814834","","30407316","","","","297","0","","","54","0","133","0","337","satisfy","","0.003594","","200","100","449","","","","1199.9",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","2.771056754514575","0.94445","1","","26425","323487","","100","21348","0","results_rect","8075","","","3463","127","0","17150","27015","0","","","8109","13","9408","","","satisfy","","0.265627","","25175","50","578","complete","","","1.045942",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7728152638301","1.41989","0","","41250","174902413","","120","0","4187118","results_rect","12750","","","4183612","153","0","26880","41991","0","","","18","0","14529","","","satisfy","","0.418444","","39570","60","729","complete","","","1198.158716",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7596915094181895","0.338025","1","","8032","44338","","64","3514","0","results_rect","2400","","","862","73","0","5152","8350","0","","","2400","2","2959","","","satisfy","","0.081088","","7520","32","306","complete","","","0.095945",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.33847182244062424","0.088057","1","","","183306","","128","","","results_rect","96","6400","","3191","","","","187","0","","","31","0","75","1","205","satisfy","","0.001708","","128","64","285","","","","0.091305",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.6672889674082398","0.646355","1","","17138","215872","","88","13131","0","results_rect","5214","","","2414","105","0","11088","17603","0","","","5241","2","6161","","","satisfy","","0.166314","","16258","44","453","complete","","","0.472558",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.756083520129323","0.287449","1","","6615","66248","","60","2463","1076","results_rect","1965","","","1360","67","0","4230","6903","0","","","1957","83","2458","","","satisfy","","0.066774","","6165","30","276","complete","","","0.131582",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","770.4071052120999","0.697015","1","","19803","112075795","","92","0","3374169","results_rect","6049","","","3369986","111","0","12834","20305","0","","","22","0","7086","","","satisfy","","0.20192","","18837","46","490","complete","","","769.062093",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6607128428295255","0.40924","1","","9738","1033847","","684","10835","5627","results_rect","3087","","","7841","81","0","6264","10696","0","","","3549","295","3561","","","satisfy","","0.105388","","9774","36","944","complete","","","0.851485",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","765.659058011137","0.738556","1","","19803","111368123","","92","0","3366700","results_rect","6049","","","3362502","111","0","12834","20305","0","","","23","0","7086","","","satisfy","","0.192657","","18837","46","490","complete","","","764.13761",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","11.980630076490343","0.965812","1","","26425","2390131","","100","27370","33364","results_rect","8075","","","47925","127","0","17150","27015","0","","","541","1421","9408","","","satisfy","","0.267673","","25175","50","578","complete","","","10.218765",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.84791340027","1.13585","0","","31131","612053702","","1512","0","4356518","results_rect","9936","","","4346733","135","0","20250","33172","0","","","19","0","11022","","","satisfy","","0.332989","","31185","54","2029","complete","","","1198.528981",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.95320972148329","0.596955","1","","14620","5436794","","80","0","141890","results_rect","4420","","","141625","97","0","9440","15053","0","","","21","0","5283","","","satisfy","","0.147585","","13820","40","421","complete","","","21.686874",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7229405362159014","0.299055","1","","6615","129717","","480","2400","1196","results_rect","2070","","","1183","67","0","4230","7322","0","","","2413","0","2458","","","satisfy","","0.07055","","6585","30","692","complete","","","0.104454",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","13.539840575307608","0.086048","1","","","16314832","","160","","","results_rect","120","593347","","296659","","","","235","0","","","42","0","99","1","261","satisfy","","0.002026","","160","80","357","","","","13.3346",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.638375566341","0.158752","0","6547719","","3451186269","25858","104","","","results_rect","533","6864623","162","6547719","","","1404","1606","0","0.0","316894","17","0","135","","26022","satisfy","-148373404","0.057","0.05","1560","52","2947","","0.0","","1199.839",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.6899101193994284","0.443263","1","","11609","821851","","76","10393","11296","results_rect","3515","","","20032","87","0","7486","11989","0","","","112","287","4216","","","satisfy","","0.117445","","10963","38","368","complete","","","2.687892",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.885161517188","1.44212","0","","41250","174004997","","120","0","4166141","results_rect","12750","","","4162650","153","0","26880","41991","0","","","18","0","14529","","","satisfy","","0.413633","","39570","60","729","complete","","","1198.14562",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.524777733720839","0.386109","1","","9738","907759","","72","0","24777","results_rect","2934","","","24710","81","0","6264","10085","0","","","19","0","3561","","","satisfy","","0.099232","","9162","36","335","complete","","","2.69817",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.2074776962399483","0.372637","1","","9738","217623","","72","6424","0","results_rect","2934","","","3073","81","0","6264","10085","0","","","2941","19","3561","","","satisfy","","0.095623","","9162","36","335","complete","","","0.476088",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7812065565958619","0.351654","1","","8032","124421","","544","4104","0","results_rect","2520","","","843","73","0","5152","8829","0","","","2970","4","2959","","","satisfy","","0.085046","","8000","32","782","complete","","","0.091227",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.4473702069371939","0.408949","1","","9214","783207","","612","9614","0","results_rect","2890","","","5573","79","0","5916","10098","0","","","3300","27","3383","","","satisfy","","0.097245","","9180","34","870","complete","","","0.661928",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.6931577529758","0.876577","0","","24048","159919627","","96","0","4803041","results_rect","7344","","","4799266","121","0","15600","24610","0","","","16","0","8575","","","satisfy","","0.241672","","22896","48","550","complete","","","1198.877941",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7283799797297","1.16063","0","","33908","150245929","","112","0","3763581","results_rect","10444","","","3761106","141","0","22064","34575","0","","","16","0","11991","","","satisfy","","0.349128","","32452","56","655","complete","","","1198.490689",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7056071693077683","0.292381","1","","6615","53203","","60","1935","1197","results_rect","1965","","","1184","67","0","4230","6903","0","","","1948","0","2458","","","satisfy","","0.070184","","6165","30","276","complete","","","0.110937",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7215308248997","1.23076","0","","33908","554906029","","1624","0","3953797","results_rect","10822","","","3951369","141","0","22064","36086","0","","","16","0","11991","","","satisfy","","0.364062","","33964","56","2166","complete","","","1198.403383",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.9240089869126678","0.678904","1","","19803","205004","","92","27430","0","results_rect","6049","","","2817","111","0","12834","20305","0","","","6143","2","7086","","","satisfy","","0.190325","","18837","46","490","complete","","","0.509836",""
