"configuration","problem","model","data_file","status","time","baseMem","optTime","restarts","evaluatedHalfReifiedConstraints","randomSeed","variables","boolVariables","peakMem","initTime","flatBoolVars","solutions","objective","solveTime","nSolutions","intVariables","flatIntConstraints","blockType","nogoods","nodes","oracleDecisions","intVars","method","error","propagators","unifiedVariables","flatBoolConstraints","propagations","peakDepth","failures","eliminatedImplications","flatIntVars","extractedViews","userDecisions","run","trailMem","evaluatedReifiedConstraints","flatTime","backjumps","objectiveBound","paths"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.8660194464028","","","141","","","","","","0.734004","35550","","S(11)","1196.969683","10","13647","34444","complete","","","23758919","","minimize","","28443","0","21000","282909104","48657","81117","2250","13650","15750","0","results_prod_new","","43050","2.34083","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","366.0346022527665","","","91","","","","","","0.314135","15200","","S(6)","364.226708","9","6097","14959","complete","","","2165903","","minimize","","11958","0","9000","17891225","27035","13112","1000","6100","7000","0","results_prod_new","","18200","1.03909","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","69.52623727824539","0.0","49.976","8","","1616895681","326540","320439","0.0","2.588","160760","","13","50.052","8","","161898","","8621","333312","","6099","minimize","","305739","","34300","192092258","3144","8621","1000","6099","","","results_prod_new","0.42","160720","13.4806","300835","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4454465061426163","","","83","","","","","","0.059497","3800","","S(9)","0.579351","2","1547","3779","complete","","","49459","","minimize","","3028","0","2250","580109","3544","2740","250","1550","1750","0","results_prod_new","","4550","0.358772","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1200.9579354366288","","","42","","","","","","0.559432","37710","","S(26)","1197.140656","2","13647","35892","complete","","","16196533","","minimize","","31091","0","22200","331514245","25940","520285","2250","13650","15750","0","results_prod_new","","46410","2.33636","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","4.016342432238162","","","141","","","","","","0.057669","3800","","S(9)","3.371153","2","1547","3779","complete","","","67098","","minimize","","3028","0","2250","877516","3613","5061","250","1550","1750","0","results_prod_new","","4550","0.31424","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","125.80068388953805","0.0","106.033","13","","1324472706","368180","362079","0.0","2.599","160400","","8","106.117","13","","161595","","40989","986800","","6099","minimize","","305196","","34000","430731918","5137","40989","1000","6099","","","results_prod_new","0.63","160300","13.4862","884035","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","35.19414888508618","","","113","","","","","","0.246135","16640","","S(13)","33.365821","5","6097","15927","complete","","","150381","","minimize","","13726","0","9800","3220485","12743","4882","1000","6100","7000","0","results_prod_new","","20440","1.11527","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1200.9489333042875","","","84","","","","","","0.629265","36900","","S(14)","1196.71951","3","13647","35349","complete","","","10903696","","minimize","","30098","0","21750","215142884","30959","145005","2250","13650","15750","0","results_prod_new","","45150","2.67889","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","3.7803489258512855","","","12","","","","","","0.249691","16640","","S(13)","1.861038","8","6097","15927","complete","","","129432","","minimize","","13726","0","9800","1837755","12076","5654","1000","6100","7000","0","results_prod_new","","20440","1.18596","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1200.9491490833461","","","8","","","","","","0.640843","36900","","","1196.839699","0","13647","35349","complete","","","72838668","","minimize","","30098","0","21750","799006436","31028","148993","2250","13650","15750","0","results_prod_new","","45150","2.5699","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","47.23277288116515","","","5113","","","","","","0.232027","16280","","S(20)","45.42618","1","6097","15685","complete","","","1295191","","minimize","","13284","0","9600","49226020","11523","164897","1000","6100","7000","0","results_prod_new","","19880","1.12277","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","5.629763035103679","","","68","","","","","","0.270113","16100","","S(8)","3.810465","6","6097","15564","complete","","","228911","","minimize","","13063","0","9500","2989681","13773","5501","1000","6100","7000","0","results_prod_new","","19600","1.09007","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","3.4799455674365163","0.0","0.908","5","","169350451","46310","44759","0.0","0.318","21320","","6","1.051","5","","21647","","1444","27289","","1549","minimize","","38778","","5350","6169765","888","1444","250","1549","","","results_prod_new","0.12","21290","1.61652","21563","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","4.097112448886037","","","31","","","","","","0.250756","16640","","S(13)","2.236549","2","6097","15927","complete","","","90214","","minimize","","13726","0","9800","2093135","12206","3392","1000","6100","7000","0","results_prod_new","","20440","1.1352","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","ERROR","104.33014311362058","","","","499500","","","","","","517500","","","","0","","524254","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","94500","","","","2250","13650","","","results_prod_new","","15750","42.8988","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","137.80424215551466","","","26","","","","","","0.264229","16100","","S(8)","135.932522","7","6097","15564","complete","","","3499311","","minimize","","13063","0","9500","56174630","14424","64871","1000","6100","7000","0","results_prod_new","","19600","1.13248","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","ERROR","109.44149538781494","","","","499500","","","","","","517500","","","","0","","524283","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","94500","","","","2250","13650","","","results_prod_new","","15750","42.8208","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","5.467199231497943","","","","18000","","","20649","","","21140","","10","3.05465","1","","21518","","","","","","minimize","","","","5200","3102782","","2884","250","1550","","","results_prod_new","","3080","1.56891","","10","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.213584208861","","","6","","","","","","1.730993","80500","","","1192.648637","0","30197","77339","complete","","","2021936","","minimize","","64838","0","47500","172206960","42871","81633","5000","30200","35000","0","results_prod_new","","98000","5.77575","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","ERROR","224.09225533809513","","","","1485000","","","","","","1525000","","","","0","","1540003","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","272500","","","","5000","30200","","","results_prod_new","","35000","133.954","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","ERROR","110.77629368472844","","","","499500","","","","","","517500","","","","0","","524109","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","94500","","","","2250","13650","","","results_prod_new","","15750","44.918","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","OPTIMAL_SOLUTION","94.27140303701162","","","127","","","","","","1.782928","80500","","S(11)","84.531724","3","30197","77339","complete","","","2206461","","minimize","","64838","0","47500","30637523","92174","28473","5000","30200","35000","0","results_prod_new","","98000","5.88281","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","40.20049254130572","","","70","","","","","","0.649911","36900","","S(13)","36.076922","5","13647","35349","complete","","","776371","","minimize","","30098","0","21750","13674568","30963","46446","2250","13650","15750","0","results_prod_new","","45150","2.50941","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1200.982769918628","","","1659","","","","","","0.565248","37710","","S(15)","1197.087872","13","13647","35892","complete","","","2100188","","minimize","","31091","0","22200","69850744","26253","104407","2250","13650","15750","0","results_prod_new","","46410","2.38061","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1280877124518","","","218","","","","","","1.815452","80500","","S(12)","1192.116503","7","30197","77339","complete","","","11298440","","minimize","","64838","0","47500","147825077","97357","39034","5000","30200","35000","0","results_prod_new","","98000","6.19909","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","139.8214252833277","","","1391","","","","","","1.313519","84100","","S(17)","130.651627","12","30197","79747","complete","","","2019245","","minimize","","69246","0","49500","68096189","59908","165372","5000","30200","35000","0","results_prod_new","","103600","5.66426","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.9915266232565045","","","99","","","","","","0.054632","3800","","S(9)","1.409178","2","1547","3779","complete","","","93740","","minimize","","3028","0","2250","1233727","3715","7498","250","1550","1750","0","results_prod_new","","4550","0.301867","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","108.9500394705683","","","200","499500","","","","","8.203591","535050","","S(8)","44.871545","4","13647","533914","complete","","","5643942","","minimize","","527913","0","104250","284270026","1014498","12718","2250","13650","15750","0","results_prod_new","","43050","42.6644","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","2.324682137928903","","","340","","","","","","0.062592","3810","","S(5)","1.68398","1","1485","3738","complete","","","47109","","minimize","","3107","0","2250","1183846","3119","14584","240","1488","1680","0","results_prod_new","","4620","0.357652","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","135.97789963055402","","","3075","","","","","","0.629002","36900","","S(14)","131.69835","17","13647","35349","complete","","","2100263","","minimize","","30098","0","21750","58249051","29974","243227","2250","13650","15750","0","results_prod_new","","45150","2.57043","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","2.767444343306124","","","16","18000","","","","","0.296146","21980","","S(4)","0.315419","4","1547","21891","complete","","","157215","","minimize","","21240","0","5350","2177339","36451","581","250","1550","1750","0","results_prod_new","","4830","1.54531","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","UNKNOWN","1200.7624345142394","","","0","18000","","21550","","","0.196593","20000","0","","1198.45","0","","20754","","","2754606","","","minimize","","24247","","4250","1169278379","471","1377079","250","1550","","","results_prod_new","","1750","1.55345","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","505.3686630288139","","","63","","","","","","1.442243","82750","","S(16)","496.231242","6","30197","78844","complete","","","2648351","","minimize","","67593","0","48750","86662102","67075","572534","5000","30200","35000","0","results_prod_new","","101500","5.61329","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","152.25913589820266","","","3217","","","","","","0.230354","16280","","S(19)","150.484802","2","6097","15685","complete","","","727949","","minimize","","13284","0","9600","24892316","11290","75630","1000","6100","7000","0","results_prod_new","","19880","1.08919","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","3.644376991316676","","","13","","","","","","0.25605","16640","","S(13)","1.599975","8","6097","15927","complete","","","131225","","minimize","","13726","0","9800","1970977","11870","3204","1000","6100","7000","0","results_prod_new","","20440","1.15366","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","3.738562355749309","0.0","1.006","7","","-9954628","52310","50759","0.0","0.331","21320","","4","1.175","7","","21647","","2227","40198","","1549","minimize","","38778","","5350","6639276","1181","2227","250","1549","","","results_prod_new","0.12","21290","1.70747","30385","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","19.85142019763589","","","184","","","","","","0.518456","37170","","S(20)","15.935486","5","13647","35530","complete","","","370093","","minimize","","30429","0","21900","8115283","25521","4465","2250","13650","15750","0","results_prod_new","","45570","2.44049","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","15.296978577040136","","","133","","","","","","0.548747","37170","","S(20)","11.188954","3","13647","35530","complete","","","257463","","minimize","","30429","0","21900","6281366","25577","2548","2250","13650","15750","0","results_prod_new","","45570","2.6008","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","4.64389235060662","","","14","","","","","","0.261499","16100","","S(15)","2.680903","5","6097","15564","complete","","","173536","","minimize","","13063","0","9500","2086674","13465","2535","1000","6100","7000","0","results_prod_new","","19600","1.12406","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4258494591340423","","","94","","","","","","0.059477","3800","","S(9)","0.722211","2","1547","3779","complete","","","60365","","minimize","","3028","0","2250","663273","3617","3729","250","1550","1750","0","results_prod_new","","4550","0.326366","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","OPTIMAL_SOLUTION","435.8488616691902","","","259","1485000","","","","","25.441529","1565500","","S(11)","239.704575","11","30197","1562289","complete","","","38135809","","minimize","","1549788","0","295000","1799939457","2998709","24775","5000","30200","35000","0","results_prod_new","","98000","130.487","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","17.20725710503757","","","94","","","","","","0.533897","37170","","S(20)","13.295938","7","13647","35530","complete","","","357980","","minimize","","30429","0","21900","6330970","25618","4361","2250","13650","15750","0","results_prod_new","","45570","2.4773","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","7.60447178222239","","","37","","","","","","0.326312","15200","","S(6)","5.581664","7","6097","14959","complete","","","506385","","minimize","","11958","0","9000","3532898","25637","2883","1000","6100","7000","0","results_prod_new","","18200","1.13459","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","5.326745399273932","","","53","","","","","","0.26686","16100","","S(8)","3.417643","9","6097","15564","complete","","","248913","","minimize","","13063","0","9500","2742965","14293","4275","1000","6100","7000","0","results_prod_new","","19600","1.09449","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","ERROR","225.66767383925617","","","","1485000","","","","","","1525000","","","","0","","1540101","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","272500","","","","5000","30200","","","results_prod_new","","35000","131.197","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","SATISFIED","1230.515926875174","","","","","","","","","","1553800","","S(50)","","1","","1559196","","","","","","minimize","","","","296500","","","","5000","30199","","","results_prod_new","","1553600","134.104999","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","3.7700795205309987","","","323","","","","","","0.06061","3810","","S(5)","3.139008","4","1485","3738","complete","","","70822","","minimize","","3107","0","2250","2019838","3017","31225","240","1488","1680","0","results_prod_new","","4620","0.35497","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.373848230578005","","","686","16560","","","","","0.283724","20370","","S(5)","2.012433","6","1485","20288","complete","","","349982","","minimize","","19657","0","5010","8997637","32714","14022","240","1488","1680","0","results_prod_new","","4620","1.48075","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","24.905945274047554","","","19","147000","","","","","2.329979","162200","","S(6)","5.228566","5","6097","161939","complete","","","1846305","","minimize","","158938","0","33500","51897834","309992","1077","1000","6100","7000","0","results_prod_new","","18200","13.0848","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","22.662067824974656","","","20","147000","","","","","2.328256","163640","","S(13)","3.274815","4","6097","162907","complete","","","1178079","","minimize","","160706","0","34300","20928135","287613","927","1000","6100","7000","0","results_prod_new","","20440","12.8858","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.7752827750518918","","","10","","","","","","0.074099","3980","","S(4)","0.146744","5","1547","3901","complete","","","20423","","minimize","","3250","0","2350","169171","3202","503","250","1550","1750","0","results_prod_new","","4830","0.328188","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.156714589335","","","108","","","","","","1.623088","80500","","S(16)","1193.350592","1","30197","77339","complete","","","7570677","","minimize","","64838","0","47500","161774580","92282","58125","5000","30200","35000","0","results_prod_new","","98000","5.19599","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","SATISFIED","1204.2054697256535","","","","","","","","","","160520","","S(20)","","1","","161696","","","","","","minimize","","","","34100","","","","1000","6099","","","results_prod_new","","160440","13.4426","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","133.53502052556723","","","532","","","","","","1.419052","82750","","S(16)","124.533918","16","30197","78844","complete","","","2726198","","minimize","","67593","0","48750","51721570","67236","85756","5000","30200","35000","0","results_prod_new","","101500","5.40307","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.981040676124394","","","30","","","","","","0.143211","3710","","S(10)","2.214838","1","1547","3718","complete","","","227846","","minimize","","2917","0","2200","2489200","3812","5581","250","1550","1750","0","results_prod_new","","4410","0.398307","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","4.4240843476727605","","","25","","","","","","0.264169","16100","","S(15)","2.578143","5","6097","15564","complete","","","153405","","minimize","","13063","0","9500","1940152","13056","4549","1000","6100","7000","0","results_prod_new","","19600","1.10959","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","105.59566700644791","","","648","","","","","","0.62017","36900","","S(13)","101.632346","9","13647","35349","complete","","","1705743","","minimize","","30098","0","21750","31848073","31457","57602","2250","13650","15750","0","results_prod_new","","45150","2.45291","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","239.94442868232727","","","5245","","","","","","1.416357","84100","","S(17)","230.830134","25","30197","79747","complete","","","3655773","","minimize","","69246","0","49500","131978958","58654","231549","5000","30200","35000","0","results_prod_new","","103600","5.57764","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.9127006866037846","","","7","","","","","","0.059546","3980","","S(6)","0.190973","5","1547","3901","complete","","","20563","","minimize","","3250","0","2350","200032","2990","867","250","1550","1750","0","results_prod_new","","4830","0.319885","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.2467145435512066","","","82","","","","","","0.05828","3800","","S(9)","0.594399","2","1547","3779","complete","","","49509","","minimize","","3028","0","2250","581068","3544","2750","250","1550","1750","0","results_prod_new","","4550","0.323593","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1201.1225300179794","","","350","","","","","","0.61974","36900","","S(18)","1196.837945","2","13647","35349","complete","","","2321483","","minimize","","30098","0","21750","50679755","29426","42403","2250","13650","15750","0","results_prod_new","","45150","2.57127","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","31.59647522866726","","","1749","","","","","","0.233155","16280","","S(20)","29.549721","1","6097","15685","complete","","","732949","","minimize","","13284","0","9600","27067870","11394","114922","1000","6100","7000","0","results_prod_new","","19880","1.13686","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","94.73538538627326","","","156","499500","","","","","8.019187","536670","","S(20)","30.29551","5","13647","535000","complete","","","5145864","","minimize","","529899","0","105150","148620975","969723","2132","2250","13650","15750","0","results_prod_new","","45570","43.0942","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","3.225210154429078","","","21","18000","","","","","0.402829","21710","","S(10)","0.38213","1","1547","21708","complete","","","69604","","minimize","","20907","0","5200","2069431","36510","825","250","1550","1750","0","results_prod_new","","4410","1.79068","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","UNKNOWN","1204.334260912612","","","","147000","","","","","","155000","","","","0","","158023","","","","","","minimize","","","","29500","","","","1000","6100","","","results_prod_new","","7000","12.4186","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","9.062720557674766","","","81","","","","","","0.55047","37170","","S(20)","5.156333","5","13647","35530","complete","","","216370","","minimize","","30429","0","21900","4732556","24793","4594","2250","13650","15750","0","results_prod_new","","45570","2.47483","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","51.404046600684524","","","979","","","","","","0.567019","37710","","S(13)","47.319373","17","13647","35892","complete","","","837730","","minimize","","31091","0","22200","29320855","26579","92000","2250","13650","15750","0","results_prod_new","","46410","2.42389","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","7.936861928552389","","","535","","","","","","0.060924","3810","","S(5)","7.323273","6","1485","3738","complete","","","294566","","minimize","","3107","0","2250","5922787","3083","58195","240","1488","1680","0","results_prod_new","","4620","0.345034","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","30.60175660159439","","","137","","","","","","0.617397","36900","","S(13)","26.47988","3","13647","35349","complete","","","503396","","minimize","","30098","0","21750","11395354","29671","31572","2250","13650","15750","0","results_prod_new","","45150","2.50045","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","UNKNOWN","1202.2418161304668","","","31","","","","","","1.274181","84100","","","1193.450928","0","30197","79747","complete","","","19263098","","minimize","","69246","0","49500","446285063","55890","89562","5000","30200","35000","0","results_prod_new","","103600","5.3646","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.754318681545556","","","686","16560","","","","","0.278251","20370","","S(5)","2.011428","6","1485","20288","complete","","","349982","","minimize","","19657","0","5010","8997637","32714","14022","240","1488","1680","0","results_prod_new","","4620","1.5625","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","183.48908638767898","","","359","","","","","","1.438648","83200","","S(24)","174.228869","18","30197","79145","complete","","","5739046","","minimize","","68144","0","49000","95497206","63198","53588","5000","30200","35000","0","results_prod_new","","102200","5.73939","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1203.1952485963702","","","45","","","","","","1.474439","83200","","","1193.749262","0","30197","79145","complete","","","2150872","","minimize","","68144","0","49000","67886950","62243","1535261","5000","30200","35000","0","results_prod_new","","102200","5.68743","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8297825139015913","","","0","","","","","","0.061458","3980","","S(6)","0.18384","5","1547","3901","complete","","","18959","","minimize","","3250","0","2350","186239","2937","1357","250","1550","1750","0","results_prod_new","","4830","0.336304","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","8.392773193307221","","","74","","","","","","0.534563","37170","","S(20)","4.379663","3","13647","35530","complete","","","159622","","minimize","","30429","0","21900","3130670","24751","2316","2250","13650","15750","0","results_prod_new","","45570","2.5704","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","153.60016427654773","","","204","","","","","","0.257768","16100","","S(17)","151.806461","3","6097","15564","complete","","","8071622","","minimize","","13063","0","9500","114200967","16068","16431","1000","6100","7000","0","results_prod_new","","19600","1.08854","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1210.5261965291575","","","","499500","","","523911","","","530100","","S(29)","858.11","2","","532719","","","","","","minimize","","","","105000","45161778","","3096","2250","13650","","","results_prod_new","","30450","46.4499","","2","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","377.4976150849834","","","136","1485000","","","","","25.022741","1567750","","S(16)","181.479366","3","30197","1563794","complete","","","26659600","","minimize","","1552543","0","296250","610605069","2958248","27387","5000","30200","35000","0","results_prod_new","","101500","131.523","","","0"
